id,age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
233,15,"GERMAN","Female","12TH GRADE",2.1,"No",506,148,3,"Very Good",0,0,6,86,"fin","No","1"
234,20,"GERMAN","Male","4TH YR COL",4.6,"No",506,125,1,"Excellent",0,1,4,93,"pro","No","1"
235,17,"FRENCH","Male","11TH GRADE",0,"Yes",511,165,3,"Very Good",2,0,5,6,"manuf","No","0"
236,19,"ENGLISH","Female","12TH GRADE",0.8,"No",507,200,2,"Poor",0,0,3,32,"retail","No","0"
237,16,"FRENCH","Female","11TH GRADE",1.74,"No",507,130,6,"Very Good",0,0,12,31,"retail","No","1"
238,18,"FRENCH","Female","12TH GRADE",2.2,"Yes",505,125,6,"Good",0,0,4,30,"manuf","No","1"
239,14,"FRENCH","Female","12TH GRADE",1.3,"No",503,112,6,"Good",1,1,5,13,"personal","No","0"
240,15,"NATIVE-AMERICAN","Male","12TH GRADE",1.2,"No",600,145,7,"Excellent",2,0,16,17,"construction","No","0"
241,19,"NATIVE-AMERICAN","Female","9TH GRADE",1.5,"No",502,116,6,"Very Good",0,0,2,42,"busi","No","0"
242,15,"GERMAN","Male","12TH GRADE",6.4,"No",602,145,4,"Very Good",0,0,9,56,"busi","Yes","1"
243,21,"SCOTTISH","Male","6TH YR COL",2.8,"Yes",511,205,3,"Excellent",0,0,3,57,"pro","No","1"
244,21,"GERMAN","Male","7TH YR COL",13.8775,"Yes",603,210,4,"Good",0,0,5,99,"pro","No","1"
245,19,"GERMAN","Male","7TH YR COL",5.7,"No",602,180,4,"Excellent",0,0,12,88,"manuf","No","1"
246,22,"GERMAN","Male","12TH GRADE",3.6,"No",508,165,7,"Very Good",0,0,3,58,"manuf","No","1"
247,16,"IRISH","Female","10TH GRADE",4.2,"Yes",503,102,5,"Good",0,0,12,14,"retail","No","1"
248,15,"IRISH","Male","12TH GRADE",3,"No",506,145,5,"Good",0,0,7,35,"wholesale","No","1"
249,18,"ENGLISH","Female","2ND YR COL",2.8,"No",506,128,7,"Very Good",0,0,5,53,"fin","No","1"
250,19,"FRENCH","Female","12TH GRADE",2,"Yes",503,240,5,"Very Good",0,0,14,11,"personal","No","1"
251,14,"ENGLISH","Male","1ST YR COL",3,"No",601,200,5,"Very Good",0,0,11,65,"busi","No","1"
252,17,"GERMAN","Female","12TH GRADE",1.3,"No",502,122,6,"Very Good",2,0,9,40,"personal","Yes","0"
253,18,"ENGLISH","Male","12TH GRADE",4.8,"No",511,160,6,"Excellent",0,0,2,70,"transp","Yes","1"
254,15,"ENGLISH","Female","9TH GRADE",0.1,"No",502,105,5,"Very Good",0,0,4,13,"retail","No","0"
255,19,"GERMAN","Male","12TH GRADE",0.75,"Yes",600,195,6,"Good",0,0,14,28,"transp","No","0"
256,18,"FRENCH","Female","4TH YR COL",0.7,"No",502,130,6,"Very Good",0,0,10,42,"retail","Yes","0"
257,17,"BLACK","Male","2ND YR COL",4.2,"No",508,135,7,"Very Good",0,0,4,46,"manuf","No","1"
258,20,"BLACK","Male","4TH YR COL",6.7,"No",511,185,10,"Very Good",0,0,3,29,"retail","No","1"
259,21,"ENGLISH","Female","1ST YR COL",3.5,"Yes",503,120,2,"Very Good",1,0,1,64,"fin","Yes","1"
260,15,"POLISH","Female","12TH GRADE",2.85,"No",502,113,5,"Excellent",0,0,8,22,"personal","No","1"
261,19,"GERMAN","Female","2ND YR COL",0,"No",411,129,4,"Good",0,0,5,47,"retail","No","0"
262,15,"FRENCH","Male","11TH GRADE",1.6,"No",504,130,4,"Good",0,0,7,4,"wholesale","No","0"
263,14,"GERMAN","Male","10TH GRADE",0.3,"No",510,155,6,"Very Good",2,1,14,23,"construction","No","0"
264,18,"ENGLISH","Female","10TH GRADE",0.3,"Yes",506,190,6,"Fair",0,0,5,4,"manuf","No","0"
265,20,"AMERICAN","Male","12TH GRADE",0.7214,"No",601,260,6,"Excellent",0,0,8,23,"pro","No","0"
266,16,"ENGLISH","Male","12TH GRADE",3.25,"Yes",508,175,5,"Very Good",2,0,9,13,"wholesale","No","1"
267,19,"ITALIAN","Male","12TH GRADE",3.1,"No",511,215,4,"Very Good",0,0,6,25,"transp","No","1"
268,15,"ITALIAN","Female","10TH GRADE",0.8,"No",500,118,4,"Fair",1,0,10,22,"retail","Yes","0"
269,21,"ENGLISH","Male","11TH GRADE",3.65,"No",509,230,4,"Very Good",0,0,9,46,"wholesale","No","1"
270,16,"GERMAN","Female","12TH GRADE",2.5,"No",506,130,4,"Good",0,0,11,63,"retail","No","1"
271,17,"ENGLISH","Male","12TH GRADE",2.6,"Yes",509,152,4,"Very Good",0,0,5,43,"busi","No","1"
272,17,"IRISH","Male","4TH YR COL",5,"No",603,200,10,"Excellent",0,0,9,99,"busi","No","1"
273,21,"GERMAN","Male","4TH YR COL",8,"No",600,215,5,"Very Good",0,0,7,93,"transp","No","1"
274,16,"GERMAN","Female","5TH YR COL",2.4,"No",505,120,3,"Excellent",0,0,10,80,"pro","No","1"
275,18,"GERMAN","Male","4TH YR COL",5.9,"No",510,165,6,"Very Good",0,0,9,95,"wholesale","No","1"
276,19,"GERMAN","Male","2ND YR COL",0.95,"No",505,140,3,"Excellent",3,0,14,57,"retail","No","0"
277,19,"FRENCH","Female","4TH YR COL",2.2,"No",503,198,4,"Good",0,0,9,75,"pro","No","1"
278,17,"FRENCH","Male","8TH YR COL OR MORE",3,"No",509,163,3,"Good",0,0,11,62,"pro","No","1"
279,18,"ITALIAN","Male","1ST YR COL",2.2,"No",507,130,8,"Excellent",0,0,12,36,"retail","No","1"
280,16,"GERMAN","Female","2ND YR COL",0,"No",507,120,3,"Excellent",0,0,10,51,"retail","No","0"
281,14,"ENGLISH","Male","12TH GRADE",1.8,"No",506,145,5,"Good",0,0,5,97,"retail","No","1"
282,14,"ITALIAN","Male","1ST YR COL",2.7,"No",602,265,6,"Fair",0,0,12,58,"manuf","No","1"
283,17,"GERMAN","Female","6TH YR COL",1.4,"No",505,135,7,"Very Good",0,0,10,89,"pro","Yes","0"
284,18,"OTHER","Male","4TH YR COL",2.5,"No",601,200,7,"Very Good",0,0,10,98,"pro","No","1"
285,20,"ITALIAN","Male","12TH GRADE",3,"No",602,170,1,"Very Good",0,1,8,92,"wholesale","No","1"
286,21,"GERMAN","Male","1ST YR COL",3.5,"No",600,208,1,"Fair",1,1,6,84,"manuf","No","1"
287,16,"AMERICAN","Female","9TH GRADE",0.25,"No",502,110,4,"Good",1,1,10,23,"pro","No","0"
288,15,"MEXICAN","Female","2ND YR COL",2.2,"No",504,115,5,"Good",0,0,4,88,"fin","No","1"
289,15,"BLACK","Male","12TH GRADE",3.8,"No",601,167,3,"Good",0,0,10,39,"transp","No","1"
290,17,"GERMAN","Female","3RD YR COL",1.2,"No",505,158,5,"Good",0,0,16,50,"pro","No","0"
291,14,"FRENCH","Male","1ST YR COL",4.5,"No",510,270,8,"Excellent",2,0,6,53,"busi","No","1"
292,18,"ENGLISH","Female","4TH YR COL",1,"No",503,148,9,"Very Good",0,0,6,88,"pub","No","0"
293,19,"ENGLISH","Female","2ND YR COL",5,"No",504,120,3,"Very Good",0,0,5,75,"pro","No","1"
294,16,"ENGLISH","Male","12TH GRADE",4.9,"No",507,145,2,"Good",3,1,8,28,"manuf","No","1"
295,16,"OTHER","Male","12TH GRADE",3.2,"No",504,130,6,"Excellent",0,0,5,5,"manuf","Yes","1"
296,21,"BLACK","Male","11TH GRADE",4.2,"No",601,185,1,"Very Good",1,0,3,3,"manuf","No","1"
297,15,"BLACK","Male","4TH YR COL",3.5,"No",510,162,4,"Excellent",0,0,7,17,"enter","No","1"
298,20,"BLACK","Male","12TH GRADE",1.8,"No",601,172,5,"Excellent",1,0,2,8,"pro","No","1"
299,21,"GERMAN","Female","12TH GRADE",2,"No",600,200,2,"Fair",0,0,3,35,"pro","No","1"
300,14,"BLACK","Male","12TH GRADE",0.1377,"Yes",505,150,2,"Good",0,0,8,3,"retail","No","0"
301,17,"GERMAN","Male","8TH GRADE",2.1,"No",602,270,4,"Fair",0,1,9,9,"busi","No","1"
302,15,"GERMAN","Male","8TH GRADE",2.2,"No",601,160,4,"Good",0,0,12,7,"retail","Yes","1"
303,20,"GERMAN","Male","11TH GRADE",2.6,"No",510,145,3,"Good",0,0,5,25,"manuf","No","1"
304,17,"ENGLISH","Female","12TH GRADE",3.5,"No",501,135,3,"Excellent",0,0,10,32,"retail","No","1"
305,14,"IRISH","Male","1ST YR COL",2.2,"No",511,210,4,"Poor",0,0,3,48,"busi","No","1"
306,17,"ENGLISH","Male","1ST YR COL",5.5,"No",504,120,4,"Excellent",0,0,8,54,"manuf","No","1"
307,15,"ENGLISH","Male","12TH GRADE",2.8,"No",507,125,4,"Excellent",1,0,10,49,"retail","No","1"
308,15,"ENGLISH","Female","12TH GRADE",2.2,"No",506,170,4,"Very Good",0,0,9,67,"pro","No","1"
309,17,"ENGLISH","Male","11TH GRADE",2.8,"Yes",508,180,3,"Very Good",2,0,10,11,"construction","Yes","1"
310,17,"ENGLISH","Male","4TH YR COL",7.8,"No",602,190,4,"Excellent",1,0,10,89,"manuf","No","1"
311,18,"GERMAN","Male","12TH GRADE",4.2,"No",510,160,4,"Good",5,0,7,54,"transp","No","1"
312,22,"ENGLISH","Male","5TH YR COL",7,"No",510,165,1,"Excellent",0,0,5,89,"pro","No","1"
313,17,"ENGLISH","Female","4TH YR COL",2.8,"No",507,150,1,"Very Good",1,0,15,80,"enter","No","1"
314,19,"ENGLISH","Male","6TH YR COL",4.2,"No",508,155,1,"Excellent",0,0,13,92,"pub","No","1"
315,19,"OTHER","Female","4TH YR COL",3.9,"No",503,128,3,"Very Good",2,0,15,53,"transp","Yes","1"
316,15,"GERMAN","Female","5TH YR COL",4.3,"No",504,125,4,"Excellent",0,0,7,70,"pub","No","1"
317,16,"IRISH","Female","12TH GRADE",0,"No",508,203,8,"Good",0,0,10,65,"pro","No","0"
318,19,"ENGLISH","Female","5TH YR COL",3,"No",508,150,6,"Excellent",0,0,7,51,"pro","Yes","1"
319,14,"GERMAN","Female","4TH YR COL",1.4,"No",504,125,6,"Good",0,0,8,53,"personal","No","0"
320,15,"GERMAN","Male","2ND YR COL",3.3,"No",508,171,5,"Very Good",3,0,5,69,"retail","No","1"
321,18,"ENGLISH","Male","12TH GRADE",2.8,"Yes",510,145,3,"Good",1,0,9,74,"manuf","Yes","1"
322,18,"ENGLISH","Female","4TH YR COL",3.6,"No",507,125,3,"Very Good",0,0,10,86,"manuf","No","1"
323,16,"BLACK","Male","4TH YR COL",6.6,"No",505,164,3,"Very Good",2,0,12,74,"manuf","No","1"
324,15,"BLACK","Male","4TH YR COL",1.9,"No",508,178,3,"Good",0,0,14,53,"pub","Yes","1"
325,17,"BLACK","Male","12TH GRADE",2.6,"No",509,165,9,"Fair",0,0,11,4,"pro","No","1"
326,17,"BLACK","Female","12TH GRADE",1.2,"No",503,160,3,"Good",0,0,8,41,"fin","Yes","0"
327,19,"IRISH","Male","12TH GRADE",5.1,"No",511,260,5,"Good",1,0,2,25,"manuf","No","1"
328,16,"IRISH","Male","12TH GRADE",0.6,"No",509,215,5,"Excellent",1,0,6,45,"retail","No","0"
329,15,"IRISH","Male","6TH YR COL",3.24,"No",510,175,5,"Very Good",0,0,6,73,"transp","No","1"
330,17,"ENGLISH","Male","12TH GRADE",3.4,"No",510,160,5,"Very Good",0,0,6,72,"busi","No","1"
331,16,"IRISH","Female","1ST YR COL",2.2,"No",505,109,5,"Very Good",0,0,7,27,"pro","No","1"
332,22,"GERMAN","Male","12TH GRADE",3,"No",507,165,3,"Excellent",1,0,4,25,"manuf","No","1"
333,18,"IRISH","Male","9TH GRADE",0.5,"No",507,125,3,"Fair",0,0,13,12,"retail","No","0"
334,18,"IRISH","Male","12TH GRADE",0,"No",508,130,3,"Fair",1,1,12,29,"busi","No","0"
335,20,"FRENCH","Female","1ST YR COL",4.6,"No",511,165,1,"Good",0,0,1,52,"manuf","Yes","1"
336,21,"ENGLISH","Female","12TH GRADE",1.3,"No",502,103,7,"Very Good",0,0,3,27,"pro","No","0"
337,17,"ENGLISH","Male","2ND YR COL",4.1,"Yes",602,230,3,"Excellent",0,0,3,31,"retail","No","1"
338,19,"NATIVE-AMERICAN","Female","12TH GRADE",0.1,"No",503,115,1,"Good",0,0,9,8,"personal","No","0"
339,17,"ENGLISH","Male","12TH GRADE",2.8,"No",601,245,3,"Fair",0,0,4,34,"manuf","No","1"
340,19,"FRENCH","Female","12TH GRADE",2.5,"No",503,125,4,"Excellent",0,0,5,81,"pro","Yes","1"
341,14,"NATIVE-AMERICAN","Male","11TH GRADE",1.78,"No",505,195,5,"Good",4,0,8,18,"wholesale","No","1"
342,18,"ENGLISH","Male","12TH GRADE",2.3,"No",507,150,5,"Good",0,0,6,16,"manuf","No","1"
343,20,"NATIVE-AMERICAN","Male","12TH GRADE",2.8,"No",508,157,6,"Very Good",0,0,10,9,"manuf","No","1"
344,18,"FRENCH","Female","12TH GRADE",1.9,"Yes",501,135,6,"Very Good",0,0,9,32,"retail","No","1"
345,16,"INDIAN","Female","12TH GRADE",0.9,"No",502,103,6,"Excellent",0,0,9,19,"retail","No","0"
346,20,"FRENCH","Male","11TH GRADE",5.3,"No",601,236,5,"Good",1,1,4,48,"manuf","No","1"
347,16,"FRENCH","Female","12TH GRADE",1.7,"No",502,140,5,"Excellent",0,0,12,27,"manuf","Yes","0"
348,17,"ENGLISH","Female","3RD YR COL",2.4167,"No",507,141,4,"Very Good",0,0,19,77,"manuf","No","1"
349,15,"ENGLISH","Male","4TH YR COL",4.85,"No",508,160,3,"Excellent",3,0,15,96,"pro","No","1"
350,14,"FRENCH","Male","12TH GRADE",2.4,"No",507,145,6,"Very Good",1,0,11,11,"manuf","No","1"
351,20,"GERMAN","Male","12TH GRADE",13.8775,"No",508,155,3,"Excellent",1,0,9,66,"manuf","No","1"
352,18,"ENGLISH","Male","3RD YR COL",5,"No",511,180,3,"Excellent",4,0,11,58,"agri","Yes","1"
353,21,"ENGLISH","Male","12TH GRADE",6,"No",510,180,1,"Good",0,0,7,55,"manuf","No","1"
354,19,"ENGLISH","Male","12TH GRADE",13.8775,"No",510,180,5,"Very Good",0,0,4,48,"transp","No","1"
355,15,"ENGLISH","Female","1ST YR COL",0,"No",507,135,5,"Good",1,0,2,18,"pro","No","0"
356,20,"ENGLISH","Female","12TH GRADE",0.8,"No",505,135,3,"Very Good",0,0,4,35,"manuf","No","0"
357,16,"ENGLISH","Female","12TH GRADE",2.07,"Yes",503,130,2,"Very Good",0,0,15,85,"transp","Yes","1"
358,14,"FRENCH","Male","12TH GRADE",0,"No",510,135,5,"Very Good",4,0,10,31,"pro","No","0"
359,20,"GREEK","Male","4TH YR COL",6.2,"No",601,195,4,"Good",1,0,7,80,"manuf","Yes","1"
360,19,"BLACK","Female","2ND YR COL",2.799,"No",506,142,4,"Good",0,0,5,2,"pro","No","1"
361,17,"ENGLISH","Female","12TH GRADE",1.5,"No",504,152,4,"Very Good",2,0,5,68,"retail","No","0"
362,18,"FILIPINO","Female","1ST YR COL",1.7,"Yes",509,125,4,"Very Good",0,0,11,30,"agri","No","0"
363,15,"ENGLISH","Male","4TH YR COL",5.0236,"No",507,160,4,"Good",0,0,7,22,"pro","No","1"
364,21,"FRENCH","Female","7TH YR COL",7.2,"No",508,120,1,"Excellent",0,0,12,84,"retail","Yes","1"
365,20,"BLACK","Male","12TH GRADE",4.4,"No",511,155,3,"Very Good",0,0,3,25,"manuf","No","1"
366,17,"MEXICAN-AMERICAN","Female","12TH GRADE",4.4,"No",503,150,10,"Fair",0,0,4,46,"manuf","Yes","1"
367,15,"MEXICAN-AMERICAN","Female","12TH GRADE",1.7,"No",503,145,10,"Very Good",0,0,10,15,"pro","No","0"
368,18,"BLACK","Female","12TH GRADE",0.25,"No",508,185,10,"Very Good",0,0,5,15,"personal","No","0"
369,18,"MEXICAN-AMERICAN","Male","12TH GRADE",3.2,"No",507,165,8,"Very Good",0,0,9,39,"transp","No","1"
370,16,"MEXICAN-AMERICAN","Male","12TH GRADE",2.4,"No",510,155,8,"Very Good",0,0,11,33,"agri","No","1"
371,17,"OTHER","Female","12TH GRADE",0.09,"No",503,105,2,"Very Good",0,0,4,66,"pro","No","0"
372,19,"POLISH","Male","12TH GRADE",3.8,"No",601,180,2,"Fair",0,0,6,54,"retail","No","1"
373,18,"POLISH","Male","1ST YR COL",0.75,"No",506,123,3,"Very Good",1,0,10,48,"pro","No","0"
374,17,"OTHER","Male","5TH YR COL",4.35,"No",508,147,5,"Very Good",0,0,2,97,"manuf","No","1"
375,16,"OTHER","Male","4TH YR COL",5.3,"No",602,180,5,"Excellent",0,0,4,75,"construction","No","1"
376,14,"OTHER","Male","4TH YR COL",3.8,"No",510,155,5,"Very Good",0,0,5,76,"manuf","No","1"
377,14,"POLISH","Female","2ND YR COL",1.5,"Yes",509,125,4,"Good",0,0,7,46,"retail","No","0"
378,19,"ENGLISH","Female","12TH GRADE",0,"No",503,207,7,"Poor",0,0,6,35,"personal","No","0"
379,15,"GERMAN","Female","12TH GRADE",0.4,"No",502,135,5,"Good",0,0,8,14,"retail","No","0"
380,18,"GERMAN","Male","4TH YR COL",5.9,"No",507,180,4,"Excellent",0,0,11,91,"manuf","No","1"
381,15,"GERMAN","Male","12TH GRADE",4.2,"No",601,170,7,"Excellent",3,0,10,29,"busi","Yes","1"
382,18,"IRISH","Male","1ST YR COL",3,"No",510,165,4,"Very Good",3,0,3,32,"pro","No","1"
383,17,"GERMAN","Male","12TH GRADE",3.5,"No",600,160,7,"Excellent",1,0,4,22,"transp","Yes","1"
384,16,"ENGLISH","Female","12TH GRADE",3.2,"No",508,124,6,"Very Good",0,0,8,76,"pro","No","1"
385,15,"ENGLISH","Female","12TH GRADE",1.2,"No",509,155,6,"Good",0,0,8,28,"pro","No","0"
386,17,"IRISH","Male","12TH GRADE",3.96,"No",510,145,6,"Good",3,0,8,13,"manuf","No","1"
387,16,"IRISH","Male","4TH YR COL",6,"No",603,210,6,"Very Good",0,0,8,71,"construction","No","1"
388,18,"GERMAN","Female","4TH YR COL",5.837,"No",501,105,5,"Very Good",1,0,6,89,"manuf","Yes","1"
389,20,"OTHER","Female","3RD YR COL",0,"No",504,170,4,"Very Good",0,0,3,67,"fin","No","0"
390,19,"POLISH","Male","8TH YR COL OR MORE",2.5,"No",600,165,3,"Good",0,0,9,92,"agri","No","1"
391,19,"OTHER","Male","12TH GRADE",1.4,"No",509,160,4,"Very Good",0,0,6,70,"construction","No","0"
392,21,"POLISH","Female","4TH YR COL",0,"No",504,105,3,"Good",0,0,9,39,"manuf","No","0"
393,14,"NATIVE-AMERICAN","Male","4TH YR COL",5.5,"No",603,200,3,"Very Good",4,0,11,66,"manuf","No","1"
394,21,"OTHER","Male","1ST YR COL",6.3,"No",507,164,4,"Fair",0,0,3,29,"fin","No","1"
395,18,"SCOTTISH","Female","4TH YR COL",4.2,"No",501,98,3,"Excellent",1,0,16,45,"pro","No","1"
396,21,"IRISH","Female","6TH YR COL",3.3,"No",505,115,4,"Excellent",1,0,10,99,"pro","No","1"
397,21,"ENGLISH","Male","5TH YR COL",5,"No",510,175,5,"Very Good",3,0,5,89,"manuf","No","1"
398,19,"ENGLISH","Male","4TH YR COL",5,"No",510,165,3,"Excellent",0,0,7,89,"construction","Yes","1"
399,17,"ENGLISH","Female","2ND YR COL",0,"No",507,135,3,"Good",0,0,8,16,"pro","No","0"
400,18,"BLACK","Female","12TH GRADE",0.9,"No",501,155,9,"Excellent",0,0,3,30,"retail","No","0"
401,16,"BLACK","Male","12TH GRADE",1.4,"No",509,180,10,"Very Good",0,0,7,28,"busi","No","0"
402,18,"OTHER-HISPANIC","Female","12TH GRADE",1,"Yes",500,95,1,"Very Good",0,0,12,35,"agri","No","0"
403,14,"MEXICAN-AMERICAN","Male","12TH GRADE",0,"No",507,180,4,"Good",0,0,14,6,"busi","No","0"
404,19,"BLACK","Female","3RD YR COL",1.2,"No",504,118,4,"Excellent",0,0,16,7,"fin","No","0"
405,19,"FRENCH","Female","11TH GRADE",1.5,"Yes",509,190,4,"Fair",0,0,7,19,"retail","No","0"
406,16,"GERMAN","Female","12TH GRADE",0,"No",500,105,6,"Excellent",0,0,10,32,"manuf","No","0"
407,20,"BLACK","Male","4TH YR COL",3,"No",508,155,5,"Very Good",0,0,5,31,"construction","No","1"
408,18,"AMERICAN","Female","12TH GRADE",2.1243,"No",502,160,5,"Good",0,0,6,35,"pro","No","1"
409,17,"ENGLISH","Male","1ST YR COL",5,"No",508,150,5,"Very Good",0,0,9,84,"manuf","No","1"
410,19,"GERMAN","Male","12TH GRADE",3.2511,"No",600,150,2,"Good",0,0,7,61,"manuf","No","1"
411,16,"FRENCH","Female","12TH GRADE",0,"No",503,140,5,"Excellent",0,0,9,44,"personal","No","0"
412,20,"IRISH","Female","12TH GRADE",0.1,"No",504,100,7,"Excellent",0,0,5,75,"mining","No","0"
413,18,"IRISH","Female","1ST YR COL",0.28,"No",505,125,7,"Excellent",0,0,13,79,"personal","No","0"
414,18,"IRISH","Male","12TH GRADE",3.9,"No",511,190,3,"Excellent",0,0,13,27,"wholesale","Yes","1"
415,17,"OTHER","Male","12TH GRADE",1.8,"No",508,145,3,"Excellent",1,0,14,68,"construction","No","1"
416,16,"OTHER","Female","12TH GRADE",3.2,"No",502,140,4,"Fair",0,0,4,43,"pro","No","1"
417,20,"GERMAN","Female","11TH GRADE",1.7,"No",501,120,3,"Very Good",0,0,6,52,"retail","No","0"
418,19,"GERMAN","Male","12TH GRADE",5.6,"No",600,175,5,"Excellent",0,0,6,35,"manuf","No","1"
419,19,"ENGLISH","Male","12TH GRADE",2.89,"No",511,235,3,"Very Good",0,0,4,64,"manuf","No","1"
420,18,"GERMAN","Male","2ND YR COL",2.3,"No",511,180,6,"Very Good",0,0,13,90,"pro","No","1"
421,14,"FRENCH","Male","10TH GRADE",2.3,"No",510,180,8,"Good",0,1,13,56,"wholesale","No","1"
422,18,"GERMAN","Male","3RD YR COL",13.8775,"No",511,180,7,"Very Good",0,0,10,80,"manuf","No","1"
423,21,"NATIVE-AMERICAN","Female","12TH GRADE",2.5,"No",507,125,1,"Excellent",0,0,8,33,"pro","No","1"
424,14,"GERMAN","Female","12TH GRADE",13.8775,"No",503,115,4,"Excellent",0,0,12,58,"busi","No","1"
425,14,"ENGLISH","Female","4TH YR COL",2.8,"No",504,120,4,"Excellent",0,0,12,61,"pro","No","1"
426,18,"ENGLISH","Male","4TH YR COL",6,"No",510,160,5,"Very Good",1,0,11,80,"retail","No","1"
427,16,"ENGLISH","Male","4TH YR COL",3,"No",511,162,5,"Very Good",0,0,10,56,"manuf","Yes","1"
428,14,"ENGLISH","Female","3RD YR COL",3.85,"No",503,130,5,"Very Good",0,0,7,56,"retail","Yes","1"
429,20,"GERMAN","Female","6TH YR COL",4.0385,"No",508,120,3,"Good",0,0,13,97,"pro","No","1"
430,17,"FRENCH","Male","3RD YR COL",2.1,"No",507,150,2,"Excellent",0,0,10,85,"retail","No","1"
431,18,"IRISH","Female","5TH YR COL",4.4722,"No",507,118,4,"Very Good",0,0,14,89,"pub","No","1"
432,18,"IRISH","Female","4TH YR COL",0.65,"No",503,140,4,"Very Good",0,0,6,51,"pro","No","0"
433,20,"IRISH","Male","12TH GRADE",4.3,"No",601,175,2,"Very Good",0,0,2,29,"retail","Yes","1"
434,20,"ENGLISH","Male","7TH YR COL",13.8775,"No",601,180,5,"Excellent",1,0,7,90,"pro","No","1"
435,18,"GERMAN","Male","12TH GRADE",4.8,"No",509,145,1,"Very Good",0,0,11,53,"wholesale","No","1"
436,16,"IRISH","Female","12TH GRADE",1.2,"No",503,127,5,"Fair",1,1,13,45,"retail","No","0"
437,19,"GERMAN","Female","12TH GRADE",0.15,"No",503,113,3,"Very Good",0,0,5,41,"retail","No","0"
438,17,"ENGLISH","Female","4TH YR COL",2.9,"No",504,145,6,"Very Good",0,0,16,99,"enter","No","1"
439,15,"ENGLISH","Female","2ND YR COL",0,"No",504,150,5,"Fair",0,0,18,84,"pro","No","0"
440,14,"ENGLISH","Female","4TH YR COL",1.5,"No",504,110,5,"Very Good",0,0,14,74,"pro","No","0"
441,21,"ENGLISH","Male","3RD YR COL",3.5,"No",510,180,5,"Good",0,1,9,86,"construction","No","1"
442,18,"ENGLISH","Male","6TH YR COL",2.08,"No",511,176,5,"Excellent",0,0,14,95,"pro","Yes","1"
443,17,"ENGLISH","Male","4TH YR COL",0.4,"No",600,160,5,"Very Good",1,0,13,73,"busi","No","0"
444,15,"ENGLISH","Female","3RD YR COL",2.2,"No",502,102,5,"Very Good",0,0,14,48,"personal","No","1"
445,21,"GERMAN","Female","4TH YR COL",2,"No",504,129,4,"Very Good",0,0,13,94,"pro","No","1"
446,15,"GERMAN","Male","4TH YR COL",3,"No",602,215,4,"Excellent",0,0,8,86,"manuf","No","1"
447,17,"GERMAN","Female","12TH GRADE",4.2,"Yes",508,125,7,"Very Good",0,0,9,73,"pub","No","1"
448,14,"GERMAN","Female","1ST YR COL",3,"Yes",506,135,7,"Very Good",0,0,9,88,"fin","Yes","1"
449,19,"ENGLISH","Male","4TH YR COL",3.15,"No",510,175,3,"Excellent",0,0,7,88,"manuf","No","1"
450,20,"FRENCH","Male","12TH GRADE",0,"Yes",602,190,4,"Fair",1,1,18,29,"construction","No","0"
451,15,"FRENCH","Female","12TH GRADE",1.3,"Yes",505,130,4,"Fair",1,1,13,40,"manuf","Yes","0"
452,16,"GERMAN","Male","4TH YR COL",5.6,"No",509,150,6,"Excellent",0,0,7,87,"manuf","Yes","1"
453,14,"GERMAN","Male","12TH GRADE",2.7,"No",600,210,6,"Good",2,0,12,7,"manuf","No","1"
454,18,"GERMAN","Male","12TH GRADE",5.5,"No",604,235,7,"Good",2,0,4,54,"manuf","No","1"
455,17,"ENGLISH","Female","12TH GRADE",3.2,"No",503,140,7,"Excellent",0,0,8,27,"pro","No","1"
456,17,"ENGLISH","Male","4TH YR COL",13.8775,"No",600,180,5,"Very Good",0,0,7,76,"fin","Yes","1"
457,21,"OTHER","Male","4TH YR COL",8,"No",510,175,4,"Excellent",0,0,3,87,"manuf","Yes","1"
458,18,"ENGLISH","Female","3RD YR COL",2.95,"No",505,125,7,"Good",0,0,11,44,"pro","No","1"
459,14,"GERMAN","Male","12TH GRADE",1.8,"No",600,180,5,"Good",0,0,2,56,"busi","No","1"
460,19,"ENGLISH","Female","12TH GRADE",2.4,"No",504,127,3,"Good",0,0,6,24,"pro","No","1"
461,20,"ENGLISH","Female","12TH GRADE",0,"No",504,143,8,"Good",0,0,5,40,"retail","No","0"
462,17,"FRENCH","Female","2ND YR COL",2.46,"No",502,110,8,"Excellent",0,0,6,54,"pro","No","1"
463,16,"FRENCH","Male","2ND YR COL",4.2,"Yes",505,131,8,"Excellent",0,0,9,73,"construction","Yes","1"
464,15,"FRENCH","Male","12TH GRADE",2.1,"No",507,145,8,"Very Good",0,0,7,23,"manuf","No","1"
465,20,"ENGLISH","Male","1ST YR COL",2.3,"No",602,200,3,"Very Good",0,0,2,53,"manuf","No","1"
466,17,"GERMAN","Female","12TH GRADE",2.6,"No",509,145,2,"Excellent",0,0,4,51,"personal","Yes","1"
467,19,"IRISH","Male","5TH YR COL",3,"No",508,140,2,"Very Good",0,0,4,99,"pro","No","1"
468,20,"POLISH","Male","4TH YR COL",3.2,"No",509,170,4,"Very Good",0,0,4,52,"pro","No","1"
469,21,"GERMAN","Male","1ST YR COL",5.6,"No",511,170,1,"Good",0,0,2,86,"busi","No","1"
470,16,"GERMAN","Female","12TH GRADE",3.9,"No",503,114,4,"Very Good",0,0,11,53,"pro","No","1"
